ticker,close,date,high,low,month,open,volume
TITAN,3698.25,02-01-2024 05:30,3707.85,3642.5,2024-01,3689,453685
ITC,470.35,02-01-2024 05:30,471.35,463.6,2024-01,470,10519771
TCS,3783.2,02-01-2024 05:30,3811.1,3767.25,2024-01,3811.1,1344068
LT,3438.1,02-01-2024 05:30,3525.45,3432,2024-01,3525.05,1511464
TATACONSUM,1084.27,02-01-2024 05:30,1089.51,1066.25,2024-01,1073.01,2602841
RELIANCE,1305.85,02-01-2024 05:30,1307.5,1286.5,2024-01,1292.5,7448800
HCLTECH,1469.55,02-01-2024 05:30,1488.8,1461.35,2024-01,1484.05,1440888
JSWSTEEL,870.2,02-01-2024 05:30,883.85,859.1,2024-01,883.85,1615515
ULTRACEMCO,10204.7,02-01-2024 05:30,10489.9,10104.1,2024-01,10489.9,337528
POWERGRID,237.85,02-01-2024 05:30,240.1,236.15,2024-01,240,9128513
INFY,1534.4,02-01-2024 05:30,1549.15,1523,2024-01,1546,5396313
TRENT,2995.2,02-01-2024 05:30,3017.9,2940.75,2024-01,3015.45,408928
AIRTEL,1021.7,02-01-2024 05:30,1025.45,1016,2024-01,1017.4,6865791
TATAMOTORS,784.4,02-01-2024 05:30,804,779,2024-01,800.5,13791090
WIPRO,469.2,02-01-2024 05:30,478,464.3,2024-01,478,7141257
TECHM,1278.1,02-01-2024 05:30,1299.1,1272.85,2024-01,1298,1615064
NTPC,306,02-01-2024 05:30,310.8,302.05,2024-01,310.8,13506040
HINDUNILVR,2613.8,02-01-2024 05:30,2653.95,2607,2024-01,2648,1310629
APOLLOHOSP,5746.35,02-01-2024 05:30,5782.65,5680,2024-01,5738.1,166449
M&M,1656.2,02-01-2024 05:30,1705,1649.45,2024-01,1703.6,2857334
GRASIM,2093.13,02-01-2024 05:30,2121.96,2079.73,2024-01,2121.47,793613
ICICIBANK,982.25,02-01-2024 05:30,997.65,980.25,2024-01,997,16263825
ADANIENT,2932.4,02-01-2024 05:30,2948.2,2841,2024-01,2922,2671368
ADANIPORTS,1078.4,02-01-2024 05:30,1082.9,1031.1,2024-01,1047.85,6344621
BEL,182.15,02-01-2024 05:30,186.2,179.75,2024-01,186,22790965
BAJAJFINSV,1686.2,02-01-2024 05:30,1689.85,1663.45,2024-01,1675.9,1099965
EICHERMOT,3892.5,02-01-2024 05:30,4010.75,3882.35,2024-01,4010.1,1221148
COALINDIA,392.65,02-01-2024 05:30,395.85,384.25,2024-01,387.4,28363847
MARUTI,10197.8,02-01-2024 05:30,10294.7,10151,2024-01,10283.3,776837
INDUSINDBK,1575.6,02-01-2024 05:30,1598.25,1570,2024-01,1594.1,1227193
ASIANPAINT,3391.35,02-01-2024 05:30,3398.9,3345,2024-01,3396,552394
TATASTEEL,139.6,02-01-2024 05:30,140.6,137.05,2024-01,140.5,27764060
HDFCLIFE,645.5,02-01-2024 05:30,654.3,642.6,2024-01,649.5,3005450
DRREDDY,1185.36,02-01-2024 05:30,1189.8,1161.13,2024-01,1161.41,2869280
SUNPHARMA,1296.2,02-01-2024 05:30,1299,1257.15,2024-01,1261,3174447
KOTAKBANK,1865.05,02-01-2024 05:30,1908,1860.1,2024-01,1908,5120796
SHRIRAMFIN,2030.05,02-01-2024 05:30,2059.75,2016,2024-01,2050,1077927
NESTLEIND,2722.31,02-01-2024 05:30,2769.3,2702.41,2024-01,2750,1415770
ONGC,207.05,02-01-2024 05:30,210.75,203.65,2024-01,205.35,21141219
CIPLA,1281.55,02-01-2024 05:30,1285,1252.1,2024-01,1255.1,2589484
BPCL,228.13,02-01-2024 05:30,229.7,224.05,2024-01,226.03,9458818
BRITANNIA,5288.85,02-01-2024 05:30,5334.95,5224.1,2024-01,5319.8,193517
SBILIFE,1437.65,02-01-2024 05:30,1449.7,1421.75,2024-01,1437,691712
HINDALCO,617,02-01-2024 05:30,620,607.4,2024-01,610.4,4975013
HEROMOTOCO,4088.2,02-01-2024 05:30,4118.95,4025.2,2024-01,4114.05,507848
AXISBANK,1093.25,02-01-2024 05:30,1099.35,1082.3,2024-01,1095.1,7895577
HDFCBANK,1699.1,02-01-2024 05:30,1702.8,1688.7,2024-01,1698.8,14621046
BAJAJ-AUTO,6665.05,02-01-2024 05:30,6736.8,6560.95,2024-01,6711,361379
SBIN,643.45,03-01-2024 05:30,648,635.8,2024-01,639.35,14571772
BAJFINANCE,7384.8,03-01-2024 05:30,7485.85,7368.2,2024-01,7444.95,553405
TITAN,3693.05,03-01-2024 05:30,3709.95,3665,2024-01,3708,356757
ITC,477.25,03-01-2024 05:30,480.7,469.35,2024-01,470.25,24036012
TCS,3691.75,03-01-2024 05:30,3771.85,3687.05,2024-01,3767,1803075
LT,3440.35,03-01-2024 05:30,3465.85,3411.6,2024-01,3433,1283859
TATACONSUM,1071.63,03-01-2024 05:30,1085.61,1069.41,2024-01,1084.47,1087188
RELIANCE,1291.65,03-01-2024 05:30,1317,1288.6,2024-01,1305,9037536
HCLTECH,1437.75,03-01-2024 05:30,1465,1435.5,2024-01,1460,1651716
JSWSTEEL,837.65,03-01-2024 05:30,870,836,2024-01,870,3983411
ULTRACEMCO,10111.5,03-01-2024 05:30,10245,10089.6,2024-01,10204.8,179575
POWERGRID,237.05,03-01-2024 05:30,238.7,234.6,2024-01,236,8284439
INFY,1490,03-01-2024 05:30,1519.95,1488,2024-01,1519.95,7550363
TRENT,3058.35,03-01-2024 05:30,3107.9,2988.35,2024-01,3009,714968
AIRTEL,1035.2,03-01-2024 05:30,1037,1021.35,2024-01,1031.95,3604276
TATAMOTORS,781.45,03-01-2024 05:30,790,776.25,2024-01,786.05,8559060
WIPRO,455.9,03-01-2024 05:30,463.9,455,2024-01,463.9,9767182
TECHM,1244.2,03-01-2024 05:30,1274,1240,2024-01,1265,2231707
NTPC,306.2,03-01-2024 05:30,308,303.3,2024-01,307.2,14259987
HINDUNILVR,2606.55,03-01-2024 05:30,2628.6,2595.55,2024-01,2599,1008270
APOLLOHOSP,5768.3,03-01-2024 05:30,5786,5673.05,2024-01,5730,198997
M&M,1655.25,03-01-2024 05:30,1678.2,1648.05,2024-01,1672,1927812
GRASIM,2063.99,03-01-2024 05:30,2111.6,2057.92,2024-01,2081.72,967324
ICICIBANK,984.05,03-01-2024 05:30,988,975.1,2024-01,984.7,16826752
ADANIENT,3003,03-01-2024 05:30,3199,2955.6,2024-01,3047,19725411
ADANIPORTS,1094.25,03-01-2024 05:30,1144,1062.75,2024-01,1105,33060778
BEL,182.35,03-01-2024 05:30,184.7,180.6,2024-01,182.35,18738690
BAJAJFINSV,1677.65,03-01-2024 05:30,1708,1676,2024-01,1680,804258
EICHERMOT,3887.6,03-01-2024 05:30,3928.95,3878.45,2024-01,3894.05,435449
COALINDIA,384.55,03-01-2024 05:30,394.8,383.85,2024-01,394.8,12903439
MARUTI,10077.7,03-01-2024 05:30,10210,10065,2024-01,10200,521046
INDUSINDBK,1601.15,03-01-2024 05:30,1604.95,1558,2024-01,1575.5,2620296
ASIANPAINT,3373.6,03-01-2024 05:30,3399,3365,2024-01,3391.35,379131
TATASTEEL,135.35,03-01-2024 05:30,139.6,134.35,2024-01,139.5,45176618
HDFCLIFE,637.2,03-01-2024 05:30,648.45,636.1,2024-01,644,1893956
DRREDDY,1186.38,03-01-2024 05:30,1194,1177.64,2024-01,1185.36,1412035
SUNPHARMA,1298.6,03-01-2024 05:30,1304.65,1291.15,2024-01,1296.2,1699057
KOTAKBANK,1865.9,03-01-2024 05:30,1870,1847.65,2024-01,1864,3781515
SHRIRAMFIN,2090.05,03-01-2024 05:30,2098,2029,2024-01,2035,1357534
NESTLEIND,2663.52,03-01-2024 05:30,2741.73,2657.3,2024-01,2734.5,1013460
ONGC,208.25,03-01-2024 05:30,210.45,204.5,2024-01,205.5,11650902
CIPLA,1300.15,03-01-2024 05:30,1307,1274.05,2024-01,1291,2357093
BPCL,230.53,03-01-2024 05:30,232.65,227.53,2024-01,229.98,15058884
BRITANNIA,5253.8,03-01-2024 05:30,5333.9,5240,2024-01,5288.85,123303
SBILIFE,1422.7,03-01-2024 05:30,1440.9,1415.6,2024-01,1430,550221
HINDALCO,593.05,03-01-2024 05:30,611.4,592,2024-01,608.25,7226455
HEROMOTOCO,3989.85,03-01-2024 05:30,4061.95,3971.7,2024-01,4000,896596
AXISBANK,1098.6,03-01-2024 05:30,1102.6,1081.3,2024-01,1091,10225290
HDFCBANK,1672.9,03-01-2024 05:30,1704.7,1668.95,2024-01,1702,14194881
BAJAJ-AUTO,6986.5,03-01-2024 05:30,7059.85,6604,2024-01,6644.05,1256275
SBIN,642.75,04-01-2024 05:30,646.4,638.65,2024-01,642.5,13883388
BAJFINANCE,7705.55,04-01-2024 05:30,7733.95,7560,2024-01,7560,2911879
TITAN,3719.7,04-01-2024 05:30,3727,3686.65,2024-01,3696,545228
ITC,476.4,04-01-2024 05:30,481.45,474.2,2024-01,480,11786959
TCS,3666.8,04-01-2024 05:30,3719,3651,2024-01,3701.75,3598144
LT,3458.7,04-01-2024 05:30,3480.1,3423,2024-01,3441.05,1651616
TATACONSUM,1111.73,04-01-2024 05:30,1114.74,1072.82,2024-01,1074.74,2743090
RELIANCE,1298.33,04-01-2024 05:30,1304.93,1289.55,2024-01,1294,9612778
HCLTECH,1419.95,04-01-2024 05:30,1444.8,1417.15,2024-01,1437,3392241
JSWSTEEL,837.1,04-01-2024 05:30,843.8,835,2024-01,840.25,1878399
ULTRACEMCO,10014.8,04-01-2024 05:30,10164.5,10001,2024-01,10160,313755
POWERGRID,241.45,04-01-2024 05:30,243.1,237.05,2024-01,238,19663959
INFY,1512.7,04-01-2024 05:30,1519.75,1492.9,2024-01,1504.95,7056038
TRENT,3067.85,04-01-2024 05:30,3108.45,3060.85,2024-01,3074,299498
AIRTEL,1047.9,04-01-2024 05:30,1058.8,1027.55,2024-01,1035.25,4664043
TATAMOTORS,795.75,04-01-2024 05:30,801.8,791.3,2024-01,798,14298444
WIPRO,452.4,04-01-2024 05:30,459.85,451.4,2024-01,457,7585168
TECHM,1247.5,04-01-2024 05:30,1254.7,1231.7,2024-01,1250.1,3355191
NTPC,317.1,04-01-2024 05:30,321.75,308.6,2024-01,310.9,40057506
HINDUNILVR,2592.55,04-01-2024 05:30,2623,2588.05,2024-01,2606.55,1376844
APOLLOHOSP,5762.2,04-01-2024 05:30,5839.95,5731.5,2024-01,5768.3,220702
M&M,1641.7,04-01-2024 05:30,1674.45,1638.2,2024-01,1666.9,2835768
GRASIM,2062,04-01-2024 05:30,2086.7,2051.24,2024-01,2081.72,954901
ICICIBANK,987.15,04-01-2024 05:30,989.15,981.9,2024-01,986.4,22789140
ADANIENT,2998.3,04-01-2024 05:30,3044.45,2990,2024-01,3039.4,2975620
ADANIPORTS,1123.2,04-01-2024 05:30,1131,1103.55,2024-01,1117,9771995
BEL,186.9,04-01-2024 05:30,187.65,182.5,2024-01,182.5,25403124
BAJAJFINSV,1701.95,04-01-2024 05:30,1723.95,1690,2024-01,1694.35,2268009
EICHERMOT,3861,04-01-2024 05:30,3915,3848.5,2024-01,3887.5,425702
COALINDIA,384.75,04-01-2024 05:30,389.8,383.9,2024-01,387.8,11039940
MARUTI,10015.3,04-01-2024 05:30,10120,9985.55,2024-01,10100,711733
INDUSINDBK,1648.55,04-01-2024 05:30,1655,1593,2024-01,1593,4271262
ASIANPAINT,3379.95,04-01-2024 05:30,3401.25,3363.8,2024-01,3372,777127
TATASTEEL,134.25,04-01-2024 05:30,136.35,134,2024-01,136,43913498
HDFCLIFE,647.95,04-01-2024 05:30,649,638,2024-01,638,4412550
DRREDDY,1168.44,04-01-2024 05:30,1184.43,1165,2024-01,1184.43,2048300
SUNPHARMA,1312.95,04-01-2024 05:30,1328.5,1297.05,2024-01,1304,2851729
KOTAKBANK,1863.6,04-01-2024 05:30,1871.5,1860.55,2024-01,1871.5,2865766
SHRIRAMFIN,2148.15,04-01-2024 05:30,2152.5,2090.2,2024-01,2100,1539021
NESTLEIND,2711.64,04-01-2024 05:30,2715.01,2665.21,2024-01,2685.1,1323900
ONGC,214.65,04-01-2024 05:30,215.4,209.3,2024-01,210.5,31054419
CIPLA,1296.65,04-01-2024 05:30,1308,1286.65,2024-01,1304,1248143
BPCL,226.33,04-01-2024 05:30,228.75,225.5,2024-01,228.4,17904916
BRITANNIA,5361.3,04-01-2024 05:30,5375,5221,2024-01,5253.8,413391
SBILIFE,1431.6,04-01-2024 05:30,1436.6,1415,2024-01,1420.8,938454
HINDALCO,590.5,04-01-2024 05:30,595.85,587.65,2024-01,594,6592370
HEROMOTOCO,3946.95,04-01-2024 05:30,4006.15,3929.85,2024-01,3997.5,630734
AXISBANK,1123.4,04-01-2024 05:30,1130,1100.05,2024-01,1103,11411683
HDFCBANK,1690.85,04-01-2024 05:30,1694.95,1670.7,2024-01,1678,13367028
BAJAJ-AUTO,6922.15,04-01-2024 05:30,7028.95,6887,2024-01,7025,619987
SBIN,641.95,05-01-2024 05:30,651.75,637.75,2024-01,645,15984585
BAJFINANCE,7711.15,05-01-2024 05:30,7789,7673.1,2024-01,7734.95,1052601
TITAN,3712.55,05-01-2024 05:30,3750,3687.25,2024-01,3719.7,963628
ITC,473.95,05-01-2024 05:30,479.4,472,2024-01,479.4,9209405
TCS,3737.9,05-01-2024 05:30,3747.75,3674.85,2024-01,3675,1963127
LT,3521.9,05-01-2024 05:30,3555,3460,2024-01,3464.95,2069018
TATACONSUM,1109.16,05-01-2024 05:30,1117.26,1103.34,2024-01,1111.19,1192335
RELIANCE,1303.85,05-01-2024 05:30,1309.93,1299,2024-01,1301.45,8086406
HCLTECH,1432.8,05-01-2024 05:30,1438.85,1421.9,2024-01,1425,1776925
JSWSTEEL,829.4,05-01-2024 05:30,845.8,827.2,2024-01,838.95,2060548
ULTRACEMCO,10016,05-01-2024 05:30,10100,9995,2024-01,10100,163191
POWERGRID,241.25,05-01-2024 05:30,245,239.3,2024-01,242,16345257
INFY,1532.55,05-01-2024 05:30,1539.7,1506.25,2024-01,1506.75,8895403
TRENT,3065.55,05-01-2024 05:30,3096.55,3045,2024-01,3085.45,258565
AIRTEL,1046.6,05-01-2024 05:30,1063.65,1038.95,2024-01,1053.8,4008221
TATAMOTORS,790.95,05-01-2024 05:30,805.9,787.1,2024-01,799,11091198
WIPRO,456.6,05-01-2024 05:30,463,453.5,2024-01,455.05,8444565
TECHM,1248.3,05-01-2024 05:30,1271.85,1245.55,2024-01,1254.9,1756868
NTPC,314.95,05-01-2024 05:30,325.65,312.7,2024-01,322.9,27456415
HINDUNILVR,2620.05,05-01-2024 05:30,2629.9,2595,2024-01,2595,1150738
APOLLOHOSP,5754.25,05-01-2024 05:30,5808.8,5715,2024-01,5762.2,144894
M&M,1642,05-01-2024 05:30,1661.5,1636.5,2024-01,1647.95,1709313
GRASIM,2071.27,05-01-2024 05:30,2090.69,2045.42,2024-01,2089.69,1080483
ICICIBANK,993.7,05-01-2024 05:30,998.3,983.8,2024-01,988,14875499
ADANIENT,3006.6,05-01-2024 05:30,3066.9,2981.1,2024-01,3009.95,3219949
ADANIPORTS,1154.25,05-01-2024 05:30,1160,1125.4,2024-01,1129.1,10622789
BEL,185.95,05-01-2024 05:30,188.65,184.05,2024-01,187.7,22023938
BAJAJFINSV,1709.5,05-01-2024 05:30,1717.1,1697.65,2024-01,1702.95,835592
EICHERMOT,3877.05,05-01-2024 05:30,3918.7,3860,2024-01,3864.05,402103
COALINDIA,384.25,05-01-2024 05:30,388.5,382.5,2024-01,386.8,8369460
MARUTI,10017,05-01-2024 05:30,10075,9970,2024-01,10010.7,673131
INDUSINDBK,1643.2,05-01-2024 05:30,1654,1629,2024-01,1654,2294140
ASIANPAINT,3355.55,05-01-2024 05:30,3380.4,3348,2024-01,3379.95,416956
TATASTEEL,133.65,05-01-2024 05:30,135.95,132.85,2024-01,135,71330190
HDFCLIFE,646.75,05-01-2024 05:30,654.55,642.45,2024-01,648.5,1394951
DRREDDY,1167.13,05-01-2024 05:30,1174.91,1161.3,2024-01,1174,1037255
SUNPHARMA,1300.2,05-01-2024 05:30,1318,1287,2024-01,1318,2960339
KOTAKBANK,1847.6,05-01-2024 05:30,1869.9,1841.4,2024-01,1865.5,7799341
SHRIRAMFIN,2172.4,05-01-2024 05:30,2176.75,2119.45,2024-01,2153,1622887
NESTLEIND,2666.4,05-01-2024 05:30,2754,2642.45,2024-01,2754,2577064
ONGC,216.45,05-01-2024 05:30,217.5,213.05,2024-01,215.45,20743811
CIPLA,1286.9,05-01-2024 05:30,1301.55,1276.15,2024-01,1300,1013196
BPCL,226.55,05-01-2024 05:30,229.83,225.63,2024-01,227.95,8080468
BRITANNIA,5272.35,05-01-2024 05:30,5363.35,5256,2024-01,5361.3,299017
SBILIFE,1454.15,05-01-2024 05:30,1468,1433.7,2024-01,1435.9,1258280
HINDALCO,587,05-01-2024 05:30,597.6,581.55,2024-01,590.6,2990123
HEROMOTOCO,3990.3,05-01-2024 05:30,4037,3953.75,2024-01,3960,593042
AXISBANK,1136.95,05-01-2024 05:30,1139.9,1119,2024-01,1124,8025466
HDFCBANK,1682.2,05-01-2024 05:30,1704.9,1668.1,2024-01,1687.15,15944735
BAJAJ-AUTO,6978.5,05-01-2024 05:30,7084,6920.5,2024-01,6950,659306
SBIN,627,08-01-2024 05:30,645,625.05,2024-01,640,14739531
BAJFINANCE,7736,08-01-2024 05:30,7830,7631.3,2024-01,7677,1121209
TITAN,3706.05,08-01-2024 05:30,3776.85,3695.8,2024-01,3770,1202148
ITC,465.5,08-01-2024 05:30,475.5,464.55,2024-01,475,8003177
TCS,3678.3,08-01-2024 05:30,3739.75,3672.4,2024-01,3737.9,1067805
LT,3501.1,08-01-2024 05:30,3559.95,3490,2024-01,3540,1993855
TATACONSUM,1091.38,08-01-2024 05:30,1115.14,1081.21,2024-01,1111.24,1701605
RELIANCE,1293.68,08-01-2024 05:30,1315.98,1284.47,2024-01,1305,7734652
HCLTECH,1447.9,08-01-2024 05:30,1452.6,1430.55,2024-01,1435,2025264
JSWSTEEL,821.95,08-01-2024 05:30,836.65,820.7,2024-01,835.75,1107367
ULTRACEMCO,9934.5,08-01-2024 05:30,10080,9925.05,2024-01,10078,176843
POWERGRID,242.35,08-01-2024 05:30,245.25,240.4,2024-01,242.4,13585746
INFY,1522.8,08-01-2024 05:30,1536,1513.25,2024-01,1528.95,4440136
TRENT,3044.55,08-01-2024 05:30,3083.2,3037.8,2024-01,3080.95,303947
AIRTEL,1049.05,08-01-2024 05:30,1059,1045.25,2024-01,1050,4489695
TATAMOTORS,789.1,08-01-2024 05:30,800.35,787.5,2024-01,798.4,7668471
WIPRO,450.35,08-01-2024 05:30,460,449.05,2024-01,457.5,5041443
TECHM,1228.95,08-01-2024 05:30,1254.25,1221.4,2024-01,1250.2,1320667
NTPC,316.45,08-01-2024 05:30,318.35,312.6,2024-01,316.45,10136462
HINDUNILVR,2578.25,08-01-2024 05:30,2626,2566.5,2024-01,2624.95,1189828
APOLLOHOSP,5682,08-01-2024 05:30,5774.85,5640,2024-01,5750,157009
M&M,1616.15,08-01-2024 05:30,1653.4,1606.1,2024-01,1648.15,1492195
GRASIM,2059.51,08-01-2024 05:30,2075.45,2049.75,2024-01,2071.27,555101
ICICIBANK,982,08-01-2024 05:30,998.2,980.3,2024-01,994,8393164
ADANIENT,2963.5,08-01-2024 05:30,3027,2952.95,2024-01,3020,1849061
ADANIPORTS,1168.85,08-01-2024 05:30,1182,1152,2024-01,1160,8760094
BEL,183.6,08-01-2024 05:30,187.5,183.2,2024-01,186.75,11472441
BAJAJFINSV,1696.35,08-01-2024 05:30,1723.65,1690.2,2024-01,1715.95,684254
EICHERMOT,3884.25,08-01-2024 05:30,3960.4,3877.5,2024-01,3890,401263
COALINDIA,380.4,08-01-2024 05:30,388.65,379.25,2024-01,386.45,9424716
MARUTI,9946.7,08-01-2024 05:30,10129,9911.9,2024-01,10005,600153
INDUSINDBK,1627.1,08-01-2024 05:30,1650.05,1622,2024-01,1633,1791003
ASIANPAINT,3298.4,08-01-2024 05:30,3376.5,3294.85,2024-01,3355,545884
TATASTEEL,132,08-01-2024 05:30,135.95,131.75,2024-01,135.3,39559717
HDFCLIFE,645.85,08-01-2024 05:30,654.15,641.7,2024-01,647,2064691
DRREDDY,1152.27,08-01-2024 05:30,1176.2,1146.52,2024-01,1176.18,1205700
SUNPHARMA,1305.3,08-01-2024 05:30,1309.95,1299.3,2024-01,1305.4,1678133
KOTAKBANK,1826.1,08-01-2024 05:30,1851.45,1818.6,2024-01,1848,12253167
SHRIRAMFIN,2196.35,08-01-2024 05:30,2225,2163.55,2024-01,2184,1497595
NESTLEIND,2619.3,08-01-2024 05:30,2689,2611,2024-01,2683,1032378
ONGC,217.95,08-01-2024 05:30,220.8,217.1,2024-01,218,19310595
CIPLA,1271.75,08-01-2024 05:30,1297,1266.2,2024-01,1296.65,740848
BPCL,227.5,08-01-2024 05:30,232.15,225.73,2024-01,228.48,18232610
BRITANNIA,5177.35,08-01-2024 05:30,5305,5171.05,2024-01,5305,236628
SBILIFE,1421.05,08-01-2024 05:30,1460.1,1416.4,2024-01,1454.15,738502
HINDALCO,577.65,08-01-2024 05:30,592.5,576.45,2024-01,587,4425767
HEROMOTOCO,4009.5,08-01-2024 05:30,4050,3993.55,2024-01,4014.9,508360
AXISBANK,1122,08-01-2024 05:30,1146,1118.5,2024-01,1145,4735538
HDFCBANK,1663.45,08-01-2024 05:30,1682.35,1660,2024-01,1678.5,8999235
BAJAJ-AUTO,6983.85,08-01-2024 05:30,7049.85,6961.5,2024-01,7018.95,312733
SBIN,625.4,09-01-2024 05:30,634.35,624.5,2024-01,632,13400235
BAJFINANCE,7725.45,09-01-2024 05:30,7810,7698,2024-01,7774,1247083
TITAN,3694,09-01-2024 05:30,3753.95,3685.15,2024-01,3736.95,572612
ITC,464.55,09-01-2024 05:30,469.95,463.65,2024-01,467.5,5696780
TCS,3689.9,09-01-2024 05:30,3752.35,3682.75,2024-01,3709.95,1370944
LT,3555.95,09-01-2024 05:30,3593.75,3520.1,2024-01,3527.45,1807271
TATACONSUM,1098,09-01-2024 05:30,1106.4,1092.42,2024-01,1092.42,986098
RELIANCE,1290.25,09-01-2024 05:30,1303.4,1288.6,2024-01,1300,5403074
HCLTECH,1460.4,09-01-2024 05:30,1480.95,1452.35,2024-01,1460.6,3119270
JSWSTEEL,821.4,09-01-2024 05:30,831.95,819.25,2024-01,828.5,1458862
ULTRACEMCO,9899.1,09-01-2024 05:30,10017,9870.2,2024-01,9989.6,242925
POWERGRID,242.3,09-01-2024 05:30,244.65,241.5,2024-01,242.6,8688409
INFY,1529.3,09-01-2024 05:30,1553,1525.85,2024-01,1541.9,4412074
TRENT,3115.45,09-01-2024 05:30,3143,3058.8,2024-01,3069,723237
AIRTEL,1064.5,09-01-2024 05:30,1067.9,1048.05,2024-01,1057,3371125
TATAMOTORS,799.8,09-01-2024 05:30,809.2,793.15,2024-01,799.95,12872757
WIPRO,450.75,09-01-2024 05:30,462.5,449.95,2024-01,458,7232524
TECHM,1235.65,09-01-2024 05:30,1251.2,1232.6,2024-01,1240.55,994439
NTPC,319.75,09-01-2024 05:30,321.45,316.05,2024-01,317.85,12229517
HINDUNILVR,2579.75,09-01-2024 05:30,2589,2571.55,2024-01,2582.55,1017205
APOLLOHOSP,5797.65,09-01-2024 05:30,5849,5674.7,2024-01,5702.2,329437
M&M,1629.9,09-01-2024 05:30,1636.8,1615,2024-01,1625,2542484
GRASIM,2055.88,09-01-2024 05:30,2084.46,2050.7,2024-01,2073.9,1207197
ICICIBANK,979.75,09-01-2024 05:30,995,975.4,2024-01,986.25,14660414
ADANIENT,3014.6,09-01-2024 05:30,3068.8,2980,2024-01,2990.7,2885706
ADANIPORTS,1197.1,09-01-2024 05:30,1229.9,1178.5,2024-01,1182,14701104
BEL,184.65,09-01-2024 05:30,186.7,184.2,2024-01,184.9,11550790
BAJAJFINSV,1682.45,09-01-2024 05:30,1715,1674.3,2024-01,1710.45,1235008
EICHERMOT,3870.45,09-01-2024 05:30,3923.95,3850.6,2024-01,3909.25,411462
COALINDIA,385.35,09-01-2024 05:30,387.95,382.1,2024-01,383.65,9473743
MARUTI,10024.1,09-01-2024 05:30,10042.7,9890,2024-01,9975,666469
INDUSINDBK,1625.1,09-01-2024 05:30,1643.9,1621,2024-01,1631.95,1619091
ASIANPAINT,3267.5,09-01-2024 05:30,3315,3262.25,2024-01,3310,670704
TATASTEEL,133.65,09-01-2024 05:30,134.8,132.5,2024-01,133.5,30736868
HDFCLIFE,640.9,09-01-2024 05:30,650.8,638.6,2024-01,647,3648496
DRREDDY,1149.96,09-01-2024 05:30,1167.73,1148.82,2024-01,1163.8,1292220
SUNPHARMA,1324,09-01-2024 05:30,1333.45,1306.85,2024-01,1314.95,1712486
KOTAKBANK,1826.65,09-01-2024 05:30,1858,1821,2024-01,1837,4339223
SHRIRAMFIN,2167.85,09-01-2024 05:30,2223.05,2150.6,2024-01,2206.6,1092689
NESTLEIND,2592.6,09-01-2024 05:30,2640.3,2586.95,2024-01,2640,813027
ONGC,216.65,09-01-2024 05:30,221.45,215.95,2024-01,221,11951525
CIPLA,1289.35,09-01-2024 05:30,1295,1273.4,2024-01,1284,1133466
BPCL,229.98,09-01-2024 05:30,231.88,227.83,2024-01,230,12301290
BRITANNIA,5122.4,09-01-2024 05:30,5210.2,5111,2024-01,5199,194434
SBILIFE,1449.35,09-01-2024 05:30,1468.25,1421,2024-01,1429,1871763
HINDALCO,575.95,09-01-2024 05:30,584.9,573.6,2024-01,581.95,5314029
HEROMOTOCO,4112.5,09-01-2024 05:30,4148.75,4031.1,2024-01,4047.95,1043602
AXISBANK,1116.55,09-01-2024 05:30,1135.55,1112.35,2024-01,1128.55,6359362
HDFCBANK,1650.5,09-01-2024 05:30,1677.8,1646.75,2024-01,1667.15,12663444
BAJAJ-AUTO,7093.9,09-01-2024 05:30,7399,7075.9,2024-01,7341,2125908
SBIN,621.75,10-01-2024 05:30,625.3,618.2,2024-01,624.8,12742464
BAJFINANCE,7680.55,10-01-2024 05:30,7735.25,7660,2024-01,7716,559072
TITAN,3714.45,10-01-2024 05:30,3730,3690,2024-01,3708,556311
ITC,463.3,10-01-2024 05:30,466.75,460.05,2024-01,464.55,5896123
TCS,3713.05,10-01-2024 05:30,3729.25,3688,2024-01,3690,1292227
LT,3545.5,10-01-2024 05:30,3558.95,3520,2024-01,3549.95,1534821
TATACONSUM,1100.27,10-01-2024 05:30,1103.98,1087.48,2024-01,1098.35,921671
RELIANCE,1325.05,10-01-2024 05:30,1329.5,1287.53,2024-01,1288.5,11102740
HCLTECH,1492.1,10-01-2024 05:30,1508,1466.05,2024-01,1474.9,4368914
JSWSTEEL,829.8,10-01-2024 05:30,831.35,811.2,2024-01,823.85,1265739
ULTRACEMCO,9776.2,10-01-2024 05:30,9906.75,9730,2024-01,9898.95,374333
POWERGRID,239.15,10-01-2024 05:30,242.1,238,2024-01,241,16872195
INFY,1519.9,10-01-2024 05:30,1535.45,1505,2024-01,1524.95,4096845
TRENT,3173.6,10-01-2024 05:30,3189.95,3112.15,2024-01,3126.5,951897
AIRTEL,1062.7,10-01-2024 05:30,1073.3,1055.3,2024-01,1066.95,3111573
TATAMOTORS,808.45,10-01-2024 05:30,811,792.65,2024-01,800,9980044
WIPRO,453.6,10-01-2024 05:30,456,449,2024-01,451.45,4437338
TECHM,1240.9,10-01-2024 05:30,1246.45,1228.3,2024-01,1236.5,808638
NTPC,313.35,10-01-2024 05:30,319.75,308,2024-01,319.65,14455000
HINDUNILVR,2577.4,10-01-2024 05:30,2594.3,2565,2024-01,2580,881278
APOLLOHOSP,5800.9,10-01-2024 05:30,5819.3,5721.3,2024-01,5800,239740
